PLAYER_ID,Name,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1630217,Desmond Bane,2024-25,1610612763,MEM,26.0,65,2068.7516666666666,452,947,0.477,148,388,0.381,166,187,0.888,61,333,394,353,78,27,160,156,1218
1626164,Devin Booker,2024-25,1610612756,PHX,28.0,70,2618.655,599,1313,0.456,178,527,0.338,411,459,0.895,68,216,284,497,65,14,202,187,1787
1642269,Devin Carter,2024-25,1610612758,SAC,23.0,31,311.54833333333335,38,100,0.38,14,51,0.275,25,42,0.595,14,49,63,35,16,3,14,31,115
1630170,Devin Vassell,2024-25,1610612759,SAS,24.0,60,1862.6016666666667,370,836,0.443,145,398,0.364,93,116,0.802,31,207,238,173,74,33,78,101,978
1628415,Dillon Brooks,2024-25,1610612745,HOU,29.0,73,2336.6583333333333,371,873,0.425,181,459,0.394,98,119,0.824,75,196,271,125,60,16,76,239,1021
1641794,Dillon Jones,2024-25,1610612760,OKC,23.0,48,453.21166666666664,42,117,0.359,13,58,0.224,15,26,0.577,24,72,96,51,13,3,19,45,112
1627734,Domantas Sabonis,2024-25,1610612758,SAC,28.0,65,2252.1916666666666,487,832,0.585,59,147,0.401,206,277,0.744,249,659,908,393,42,24,187,215,1239
1631230,Dominick Barlow,2024-25,1610612737,ATL,21.0,30,320.1816666666667,52,99,0.525,7,23,0.304,18,26,0.692,31,43,74,16,8,15,4,38,129
1642270,Donovan Clingan,2024-25,1610612757,POR,21.0,62,1187.0583333333334,157,291,0.54,12,40,0.3,57,94,0.606,190,275,465,68,29,101,69,169,383
1628378,Donovan Mitchell,2024-25,1610612739,CLE,28.0,69,2165.4333333333334,570,1286,0.443,226,616,0.367,290,349,0.831,55,258,313,341,92,16,142,137,1656
1628978,Donte DiVincenzo,2024-25,1610612750,MIN,28.0,57,1483.345,224,545,0.411,156,403,0.387,49,62,0.79,30,182,212,212,70,16,87,103,653
1627827,Dorian Finney-Smith,2024-25,1610612747,LAL,31.0,58,1662.5616666666667,177,401,0.441,113,284,0.398,28,43,0.651,76,155,231,79,54,22,54,130,495
203926,Doug McDermott,2024-25,1610612758,SAC,33.0,39,309.45166666666665,45,104,0.433,39,90,0.433,3,5,0.6,2,17,19,4,4,2,6,28,132
203110,Draymond Green,2024-25,1610612744,GSW,35.0,62,1804.3633333333332,200,470,0.426,72,226,0.319,96,140,0.686,69,318,387,355,89,65,158,199,568
1629234,Drew Eubanks,2024-25,1610612746,LAC,28.0,56,703.29,106,179,0.592,3,6,0.5,45,69,0.652,55,156,211,50,11,37,38,58,260
1641809,Drew Peterson,2024-25,1610612738,BOS,25.0,21,157.01333333333332,14,31,0.452,10,25,0.4,6,7,0.857,5,25,30,13,5,2,6,14,44
1631166,Drew Timme,2024-25,1610612751,BKN,24.0,4,98.54333333333334,20,37,0.541,2,11,0.182,3,4,0.75,8,12,20,7,3,1,6,8,45
1630696,Dru Smith,2024-25,1610612748,MIA,27.0,14,268.205,31,61,0.508,16,30,0.533,9,12,0.75,12,24,36,23,21,6,17,30,87
1629130,Duncan Robinson,2024-25,1610612748,MIA,30.0,69,1671.625,267,615,0.434,173,445,0.389,44,50,0.88,17,141,158,168,39,5,81,130,751
1641871,Duop Reath,2024-25,1610612757,POR,28.0,45,463.49333333333334,70,164,0.427,34,105,0.324,20,22,0.909,43,46,89,26,12,14,16,41,194
203939,Dwight Powell,2024-25,1610612742,DAL,33.0,50,510.6933333333333,40,55,0.727,1,2,0.5,27,41,0.659,46,66,112,54,17,21,18,74,108
1630700,Dyson Daniels,2024-25,1610612737,ATL,22.0,71,2409.435,427,867,0.493,77,223,0.345,78,130,0.6,118,299,417,306,217,50,143,170,1009
1630604,E.J. Liddell,2024-25,1610612741,CHI,24.0,8,35.54,5,10,0.5,3,8,0.375,2,2,1.0,1,4,5,3,1,1,2,8,15
203901,Elfrid Payton,2024-25,1610612740,NOP,31.0,18,367.02166666666665,35,96,0.365,0,1,0.0,1,3,0.333,9,46,55,103,19,9,43,27,71
1641989,Elijah Harkless,2024-25,1610612762,UTA,25.0,10,138.0,11,35,0.314,7,25,0.28,3,6,0.5,9,12,21,8,10,1,3,18,32
1641801,Emanuel Miller,2024-25,1610612741,CHI,24.0,2,5.8,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0
1641734,Emoni Bates,2024-25,1610612739,CLE,21.0,8,29.55,3,17,0.176,3,13,0.231,0,0,0.0,0,1,1,4,1,0,0,2,9
1642402,Enrique Freeman,2024-25,1610612754,IND,24.0,20,139.48833333333334,12,25,0.48,1,6,0.167,9,15,0.6,6,13,19,8,2,2,5,18,34
201569,Eric Gordon,2024-25,1610612755,PHI,36.0,39,768.4916666666667,87,204,0.426,56,137,0.409,36,48,0.75,8,38,46,65,26,12,28,32,266
1630596,Evan Mobley,2024-25,1610612739,CLE,23.0,67,2032.455,477,851,0.561,77,209,0.368,207,282,0.734,149,467,616,208,54,107,136,133,1238
1630532,Franz Wagner,2024-25,1610612753,ORL,23.0,58,1957.6983333333333,520,1124,0.463,100,341,0.293,264,304,0.868,54,274,328,276,71,20,135,145,1404
1627832,Fred VanVleet,2024-25,1610612745,HOU,31.0,57,2010.865,276,729,0.379,152,441,0.345,109,132,0.826,32,188,220,321,89,24,82,133,813
1641713,GG Jackson,2024-25,1610612763,MEM,20.0,25,406.29833333333335,69,176,0.392,30,89,0.337,28,38,0.737,24,57,81,26,10,5,28,27,196
1629216,Gabe Vincent,2024-25,1610612747,LAL,28.0,67,1419.0516666666667,159,394,0.404,103,287,0.359,15,21,0.714,18,66,84,91,48,13,40,143,436
202066,Garrett Temple,2024-25,1610612761,TOR,38.0,25,182.545,9,42,0.214,5,20,0.25,9,10,0.9,5,19,24,26,14,2,10,23,32
1629726,Garrison Mathews,2024-25,1610612737,ATL,28.0,46,792.8583333333333,98,248,0.395,82,211,0.389,63,77,0.818,13,70,83,59,26,14,29,79,341
203914,Gary Harris,2024-25,1610612753,ORL,30.0,44,654.6033333333334,40,117,0.342,27,90,0.3,7,12,0.583,19,42,61,28,25,12,14,44,114
1627780,Gary Payton II,2024-25,1610612744,GSW,32.0,58,865.6216666666667,162,277,0.585,29,88,0.33,27,38,0.711,49,124,173,76,46,17,35,101,380
1629018,Gary Trent Jr.,2024-25,1610612749,MIL,26.0,69,1756.8166666666666,261,603,0.433,167,397,0.421,71,82,0.866,19,140,159,78,68,4,40,117,760
1627777,Georges Niang,2024-25,1610612737,ATL,31.0,74,1597.3333333333333,265,570,0.465,153,374,0.409,46,58,0.793,46,217,263,105,28,13,72,190,729
203507,Giannis Antetokounmpo,2024-25,1610612749,MIL,30.0,63,2144.6316666666667,749,1244,0.602,12,56,0.214,407,661,0.616,141,607,748,393,56,73,200,153,1917
1629048,Goga Bitadze,2024-25,1610612753,ORL,25.0,67,1360.2416666666666,197,318,0.619,3,25,0.12,78,123,0.634,158,285,443,128,47,95,69,144,475
1641711,Gradey Dick,2024-25,1610612761,TOR,21.0,54,1587.3733333333332,265,647,0.41,114,326,0.35,133,155,0.858,44,149,193,98,48,10,83,120,777
1629684,Grant Williams,2024-25,1610612766,CHA,26.0,16,479.025,54,123,0.439,27,74,0.365,31,37,0.838,18,64,82,37,18,13,28,46,166
1628960,Grayson Allen,2024-25,1610612756,PHX,29.0,58,1407.145,193,433,0.446,138,320,0.431,82,102,0.804,31,143,174,122,50,19,63,85,606
1627824,Guerschon Yabusele,2024-25,1610612755,PHI,29.0,69,1857.4033333333334,274,548,0.5,104,270,0.385,97,134,0.724,133,258,391,144,55,24,87,162,749
1630611,Gui Santos,2024-25,1610612744,GSW,22.0,51,712.7666666666667,79,169,0.467,33,96,0.344,29,40,0.725,65,94,159,74,21,9,38,88,220
203084,Harrison Barnes,2024-25,1610612759,SAS,32.0,76,2051.2466666666664,315,628,0.502,136,323,0.421,141,178,0.792,95,189,284,129,31,14,47,67,907
1631127,Harrison Ingram,2024-25,1610612759,SAS,22.0,3,17.25,1,3,0.333,0,1,0.0,0,0,0.0,1,4,5,1,1,0,0,2,2
1629312,Haywood Highsmith,2024-25,1610612748,MIA,28.0,69,1699.5316666666668,164,353,0.465,81,208,0.389,31,43,0.721,62,165,227,102,68,37,51,155,440
1630529,Herbert Jones,2024-25,1610612740,NOP,26.0,20,648.1316666666667,75,172,0.436,22,72,0.306,33,40,0.825,22,56,78,65,37,9,35,66,205
1641816,Hunter Tyson,2024-25,1610612743,DEN,24.0,49,394.54333333333335,45,119,0.378,23,74,0.311,19,26,0.731,25,53,78,19,9,6,14,42,132
1630193,Immanuel Quickley,2024-25,1610612761,TOR,25.0,31,874.08,176,416,0.423,81,212,0.382,109,126,0.865,14,93,107,182,22,4,56,60,542
1642403,Isaac Jones,2024-25,1610612758,SAC,24.0,36,280.08,52,77,0.675,3,7,0.429,23,36,0.639,19,31,50,11,4,9,15,29,130
1630171,Isaac Okoro,2024-25,1610612739,CLE,24.0,50,937.4583333333334,106,233,0.455,50,137,0.365,32,45,0.711,43,69,112,64,29,16,22,93,294
1642268,Isaiah Collier,2024-25,1610612762,UTA,20.0,70,1804.035,228,541,0.421,41,165,0.248,101,149,0.678,32,200,232,434,65,15,204,147,598
1642384,Isaiah Crawford,2024-25,1610612758,SAC,23.0,15,45.666666666666664,5,11,0.455,1,5,0.2,2,4,0.5,1,7,8,1,1,2,1,2,13
1628392,Isaiah Hartenstein,2024-25,1610612760,OKC,26.0,54,1508.0933333333332,263,460,0.572,0,19,0.0,79,116,0.681,152,431,583,210,44,58,93,161,605
1630543,Isaiah Jackson,2024-25,1610612754,IND,23.0,5,83.88,14,23,0.609,0,0,0.0,7,14,0.5,11,17,28,5,3,8,5,14,35
1630198,Isaiah Joe,2024-25,1610612760,OKC,25.0,69,1472.8966666666668,238,543,0.438,176,429,0.41,41,51,0.804,37,142,179,103,43,9,37,106,693
1641815,Isaiah Stevens,2024-25,1610612748,MIA,24.0,3,5.55,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,0,0
1630191,Isaiah Stewart,2024-25,1610612765,DET,23.0,69,1349.315,167,297,0.562,14,45,0.311,63,83,0.759,126,254,380,114,26,95,63,169,411
1631209,Isaiah Wong,2024-25,1610612766,CHA,24.0,20,265.50333333333333,41,105,0.39,13,33,0.394,25,34,0.735,14,18,32,28,11,0,18,21,120
1627826,Ivica Zubac,2024-25,1610612746,LAC,28.0,74,2417.4,536,861,0.623,0,0,0.0,146,224,0.652,276,652,928,192,51,87,120,160,1218
1631120,JD Davison,2024-25,1610612738,BOS,22.0,13,56.465,7,16,0.438,3,10,0.3,5,7,0.714,1,7,8,6,3,1,9,1,22
1630550,JT Thor,2024-25,1610612764,WAS,22.0,16,173.49833333333333,21,45,0.467,5,17,0.294,11,16,0.688,15,19,34,6,7,6,8,15,58
1629630,Ja Morant,2024-25,1610612763,MEM,25.0,47,1422.4533333333334,373,820,0.455,77,254,0.303,251,303,0.828,29,168,197,344,59,11,177,107,1074
1642266,Ja'Kobe Walter,2024-25,1610612761,TOR,20.0,50,1053.9683333333332,149,373,0.399,59,173,0.341,62,79,0.785,56,96,152,78,38,9,46,90,419
1631095,Jabari Smith Jr.,2024-25,1610612745,HOU,21.0,55,1654.865,238,548,0.434,95,270,0.352,102,124,0.823,100,273,373,58,24,41,56,118,673
1631133,Jabari Walker,2024-25,1610612757,POR,22.0,55,631.15,94,187,0.503,24,61,0.393,40,58,0.69,52,134,186,31,30,6,27,77,252
1629098,Jack McVeigh,2024-25,1610612745,HOU,28.0,7,28.366666666666667,5,13,0.385,4,10,0.4,0,0,0.0,1,3,4,1,0,1,1,1,14
1642050,Jackson Rowe,2024-25,1610612744,GSW,28.0,5,42.665,6,15,0.4,2,9,0.222,2,4,0.5,0,8,8,3,3,0,1,4,16
1631210,Jacob Toppin,2024-25,1610612737,ATL,24.0,16,48.6,3,10,0.3,0,2,0.0,0,0,0.0,2,9,11,4,2,0,2,3,6
1630702,Jaden Hardy,2024-25,1610612742,DAL,22.0,54,836.9383333333334,168,380,0.442,73,181,0.403,51,74,0.689,8,72,80,72,25,5,75,85,460
1631093,Jaden Ivey,2024-25,1610612765,DET,23.0,30,898.0333333333333,190,413,0.46,63,154,0.409,85,116,0.733,40,84,124,119,28,11,89,67,528
1630183,Jaden McDaniels,2024-25,1610612750,MIN,24.0,77,2476.1766666666667,379,790,0.48,98,290,0.338,100,122,0.82,124,328,452,156,106,69,85,215,956
1630531,Jaden Springer,2024-25,1610612762,UTA,22.0,39,276.58666666666664,28,68,0.412,10,36,0.278,25,36,0.694,12,32,44,26,20,4,12,33,91
203109,Jae Crowder,2024-25,1610612758,SAC,34.0,9,102.76166666666667,7,22,0.318,4,15,0.267,5,6,0.833,6,14,20,6,3,0,4,10,23
1630256,Jae'Sean Tate,2024-25,1610612745,HOU,29.0,49,555.29,64,139,0.46,12,39,0.308,32,47,0.681,49,64,113,45,26,7,20,78,172
1626143,Jahlil Okafor,2024-25,1610612754,IND,29.0,1,3.3666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0
1642443,Jahmir Young,2024-25,1610612741,CHI,24.0,2,7.483333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0
1631170,Jaime Jaquez Jr.,2024-25,1610612748,MIA,24.0,63,1299.2116666666666,189,424,0.446,33,107,0.308,102,135,0.756,79,191,270,152,59,13,94,77,513
1631222,Jake LaRavia,2024-25,1610612758,SAC,23.0,66,1349.28,160,337,0.475,60,142,0.423,78,115,0.678,90,169,259,158,62,23,86,132,458
1627751,Jakob Poeltl,2024-25,1610612761,TOR,29.0,56,1654.9816666666666,358,568,0.63,1,3,0.333,97,144,0.674,183,353,536,156,65,68,107,172,814
1641779,Jalen Bridges,2024-25,1610612756,PHX,23.0,5,25.121666666666666,1,4,0.25,1,4,0.25,1,2,0.5,0,3,3,0,0,0,4,0,4
1628973,Jalen Brunson,2024-25,1610612752,NYK,28.0,61,2162.265,558,1138,0.49,140,365,0.384,350,424,0.825,25,156,181,452,58,6,153,132,1606
1631105,Jalen Duren,2024-25,1610612765,DET,21.0,73,1904.25,351,510,0.688,0,0,0.0,156,230,0.678,259,491,750,188,51,82,130,239,858
1630224,Jalen Green,2024-25,1610612745,HOU,23.0,77,2574.2316666666666,583,1370,0.426,226,637,0.355,262,322,0.814,43,321,364,264,66,25,191,123,1654
1641720,Jalen Hood-Schifino,2024-25,1610612755,PHI,21.0,11,213.21666666666667,29,67,0.433,11,34,0.324,16,19,0.842,2,15,17,25,4,7,14,17,85
1630552,Jalen Johnson,2024-25,1610612737,ATL,23.0,36,1284.1783333333333,271,542,0.5,44,141,0.312,94,126,0.746,62,297,359,181,56,36,106,67,680
1629667,Jalen McDaniels,2024-25,1610612764,WAS,27.0,4,7.335,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0
1629618,Jalen Pickett,2024-25,1610612743,DEN,25.0,44,557.2233333333334,66,152,0.434,33,82,0.402,5,6,0.833,13,52,65,95,16,3,21,32,170
1630188,Jalen Smith,2024-25,1610612741,CHI,25.0,61,909.8833333333333,180,384,0.469,70,214,0.327,67,82,0.817,84,252,336,61,16,43,35,94,497
1630591,Jalen Suggs,2024-25,1610612753,ORL,23.0,35,1002.4533333333334,197,481,0.41,76,242,0.314,97,110,0.882,23,118,141,129,51,33,102,98,567
1631114,Jalen Williams,2024-25,1610612760,OKC,23.0,65,2103.515,524,1089,0.481,118,323,0.365,216,276,0.783,53,296,349,339,103,45,145,151,1382
1630592,Jalen Wilson,2024-25,1610612751,BKN,24.0,75,1912.73,226,578,0.391,105,329,0.319,131,156,0.84,71,178,249,132,38,4,78,156,688
1631288,Jamal Cain,2024-25,1610612740,NOP,26.0,31,347.475,36,90,0.4,14,49,0.286,17,26,0.654,20,37,57,17,14,8,14,32,103
1627750,Jamal Murray,2024-25,1610612743,DEN,28.0,65,2361.9183333333335,520,1093,0.476,154,389,0.396,211,238,0.887,43,206,249,393,91,33,133,125,1405
1642347,Jamal Shead,2024-25,1610612761,TOR,22.0,71,1342.225,189,457,0.414,67,203,0.33,45,59,0.763,28,78,106,281,51,10,108,145,490
1631123,Jamaree Bouyea,2024-25,1610612749,MIL,25.0,3,8.183333333333334,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,2,0,2
201935,James Harden,2024-25,1610612746,LAC,35.0,73,2561.4816666666666,478,1192,0.401,218,629,0.347,468,536,0.873,48,367,415,626,109,52,318,150,1642
201949,James Johnson,2024-25,1610612754,IND,38.0,12,36.61666666666667,4,11,0.364,0,3,0.0,0,1,0.0,0,6,6,4,0,2,4,5,8
1630164,James Wiseman,2024-25,1610612754,IND,24.0,1,4.633333333333334,2,4,0.5,0,1,0.0,2,2,1.0,0,1,1,0,0,0,0,0,6
1642419,Jamison Battle,2024-25,1610612761,TOR,23.0,54,892.925,124,291,0.426,88,217,0.406,16,18,0.889,34,103,137,47,12,9,22,77,352
1641716,Jarace Walker,2024-25,1610612754,IND,21.0,70,1081.0866666666666,149,322,0.463,66,168,0.393,45,68,0.662,23,180,203,101,51,23,71,109,409
1630215,Jared Butler,2024-25,1610612755,PHI,24.0,55,902.3083333333333,172,383,0.449,51,141,0.362,65,80,0.813,21,74,95,192,33,11,67,85,460
1642272,Jared McCain,2024-25,1610612755,PHI,21.0,23,591.7916666666666,126,274,0.46,51,133,0.383,49,56,0.875,13,43,56,60,15,0,37,37,352
1631197,Jared Rhoden,2024-25,1610612761,TOR,25.0,11,162.52,27,63,0.429,9,29,0.31,16,19,0.842,11,19,30,9,7,2,7,13,79
1628991,Jaren Jackson Jr.,2024-25,1610612763,MEM,25.0,70,2071.1066666666666,564,1145,0.493,138,363,0.38,293,377,0.777,84,315,399,142,87,111,147,243,1559
1629020,Jarred Vanderbilt,2024-25,1610612747,LAL,26.0,31,497.4,50,104,0.481,9,32,0.281,15,28,0.536,55,101,156,38,29,7,22,59,124
1628386,Jarrett Allen,2024-25,1610612739,CLE,26.0,76,2170.6016666666665,433,610,0.71,0,4,0.0,190,263,0.722,202,555,757,144,73,71,89,120,1056
1629750,Javonte Green,2024-25,1610612739,CLE,31.0,63,1196.3166666666666,116,264,0.439,46,130,0.354,54,74,0.73,57,149,206,52,62,30,31,91,332
1629637,Jaxson Hayes,2024-25,1610612747,LAL,24.0,51,1003.7166666666667,148,205,0.722,0,3,0.0,57,86,0.663,70,170,240,56,28,47,39,124,353
1630643,Jay Huff,2024-25,1610612763,MEM,27.0,60,705.8183333333334,147,286,0.514,78,190,0.411,42,54,0.778,27,96,123,36,14,50,31,75,414
1627759,Jaylen Brown,2024-25,1610612738,BOS,28.0,60,2086.2616666666668,501,1085,0.462,111,348,0.319,233,307,0.759,82,274,356,277,73,19,157,151,1346
1641740,Jaylen Clark,2024-25,1610612750,MIN,23.0,35,485.0316666666667,56,117,0.479,22,51,0.431,22,29,0.759,24,23,47,23,35,2,7,59,156
1641798,Jaylen Martin,2024-25,1610612764,WAS,21.0,15,209.01,28,65,0.431,7,20,0.35,7,7,1.0,9,31,40,14,5,0,10,11,70
1629669,Jaylen Nowell,2024-25,1610612740,NOP,25.0,8,168.075,26,73,0.356,8,27,0.296,7,11,0.636,6,14,20,18,1,4,8,9,67
1631301,Jaylen Sims,2024-25,1610612766,CHA,26.0,1,20.75,1,3,0.333,1,2,0.5,4,4,1.0,0,1,1,4,0,0,3,2,7
1642377,Jaylen Wells,2024-25,1610612763,MEM,21.0,77,1994.1316666666667,285,664,0.429,137,384,0.357,106,129,0.822,85,175,260,132,42,8,68,145,813
1631119,Jaylin Williams,2024-25,1610612760,OKC,22.0,44,732.4466666666667,88,206,0.427,54,143,0.378,21,28,0.75,46,199,245,108,20,28,31,75,251
1642281,Jaylon Tyson,2024-25,1610612739,CLE,22.0,43,373.4266666666667,47,106,0.443,14,42,0.333,16,20,0.8,31,50,81,39,9,2,20,43,124
1628369,Jayson Tatum,2024-25,1610612738,BOS,27.0,69,2509.6666666666665,636,1408,0.452,242,699,0.346,347,426,0.815,47,553,600,410,74,36,205,149,1861
1641789,Jazian Gortman,2024-25,1610612742,DAL,22.0,16,56.61666666666667,9,23,0.391,4,11,0.364,2,4,0.5,1,4,5,6,2,1,5,9,24
1630288,Jeff Dowtin Jr.,2024-25,1610612755,PHI,27.0,39,562.3583333333333,100,204,0.49,24,61,0.393,29,39,0.744,12,48,60,72,20,11,14,27,253
201145,Jeff Green,2024-25,1610612745,HOU,38.0,29,344.51,51,100,0.51,23,62,0.371,17,20,0.85,10,39,49,13,5,4,8,28,142
203924,Jerami Grant,2024-25,1610612757,POR,31.0,47,1523.5866666666666,214,574,0.373,108,296,0.365,141,166,0.849,26,137,163,101,41,46,65,109,677
1630526,Jeremiah Robinson-Earl,2024-25,1610612740,NOP,24.0,60,1086.2516666666668,136,293,0.464,48,139,0.345,43,51,0.843,91,173,264,74,35,7,40,72,363
1631110,Jeremy Sochan,2024-25,1610612759,SAS,21.0,54,1363.9683333333332,251,469,0.535,28,91,0.308,87,125,0.696,127,225,352,128,45,27,84,131,617
1630579,Jericho Sims,2024-25,1610612749,MIL,26.0,53,631.245,45,71,0.634,0,0,0.0,8,13,0.615,71,126,197,33,10,19,33,65,98
1642399,Jesse Edwards,2024-25,1610612750,MIN,25.0,2,4.666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0
1641724,Jett Howard,2024-25,1610612753,ORL,21.0,57,632.7733333333333,84,236,0.356,51,171,0.298,15,20,0.75,20,47,67,41,13,10,27,59,234
1628975,Jevon Carter,2024-25,1610612741,CHI,29.0,32,249.69,46,112,0.411,30,81,0.37,8,10,0.8,3,28,31,34,9,3,9,12,130
202710,Jimmy Butler III,2024-25,1610612744,GSW,35.0,49,1545.1266666666668,266,535,0.497,27,94,0.287,281,338,0.831,116,160,276,264,63,16,70,46,840
1629111,Jock Landale,2024-25,1610612745,HOU,29.0,39,431.72333333333336,69,135,0.511,8,21,0.381,24,36,0.667,52,68,120,32,10,10,19,44,170
204060,Joe Ingles,2024-25,1610612750,MIN,37.0,19,114.08666666666667,6,23,0.261,3,15,0.2,0,0,0.0,2,9,11,23,2,0,9,12,15
203954,Joel Embiid,2024-25,1610612755,PHI,31.0,19,574.3933333333333,140,315,0.444,23,77,0.299,149,169,0.882,36,119,155,85,14,18,62,42,452
1628381,John Collins,2024-25,1610612762,UTA,27.0,40,1220.4916666666666,280,531,0.527,59,148,0.399,139,164,0.848,89,238,327,80,39,40,103,116,758
1629723,John Konchar,2024-25,1610612763,MEM,29.0,42,511.9683333333333,37,86,0.43,21,59,0.356,7,8,0.875,33,105,138,38,21,14,15,32,102
1631098,Johnny Davis,2024-25,1610612764,WAS,23.0,34,241.65833333333333,32,78,0.41,7,29,0.241,9,15,0.6,10,28,38,11,15,6,7,18,80
1642277,Johnny Furphy,2024-25,1610612754,IND,20.0,46,292.11333333333334,24,64,0.375,12,37,0.324,11,11,1.0,18,34,52,10,14,10,9,31,71
1630548,Johnny Juzang,2024-25,1610612762,UTA,24.0,60,1142.5516666666667,183,429,0.427,104,283,0.367,41,49,0.837,40,129,169,61,31,7,32,116,511
